Enc Uniprot Accession	Gene Name	Organism	Phylum	Superkingdom	Taxonomy ID	Family 2 (A or B?)	Double Encapsulin?	Double Enc Operon Position	Enc_Neighbor_Accession	Cargo Type	Cysteine Desulfurase Accessions	Terpene Cyclase Accessions	Polyprenyl Transferase Accession	Xylulose Kinase Accession	Split Sequence?	Genome Neighbors (Genome neighborhood index compared to Encapsulin (Negative values are upstream)| Uniprot Accession | Description| Pfam Family)
A0A0B0KHR4	PJ15_1961	Acinetobacter sp. neg1.	Proteobacteria	Bacteria	1561068	Family 2A				Cysteine Desulfurase	A0A0B0KL73					"(-10|A0A0B0KHS5|Ala_racemase_N domain-containing protein|PF01168),(-9|A0A0B0KL87|Oxidoreductase|PF01565-PF04030),(-8|A0A0B0KE73|Neutral ceramidase|PF04734),(-7|A0A0B0KJ30|Transcriptional regulator, AraC family|PF12625-PF12833),(-6|A0A0B0KMC9|Alpha-ketoglutarate-dependent taurine dioxygenase|PF02668),(-5|A0A0B0KHR9|Taurine transport system permease protein TauC|PF00528),(-4|A0A0B0KL79|Taurine import ATP-binding protein TauB|PF00005),(-3|A0A0B0KE67|Taurine-binding periplasmic protein TauA|PF04069),(-2|A0A0B0KJ24|Rhodanese-like domain protein|PF00581),(-1|A0A0B0KMC2|Serine O-acetyltransferase|PF00132),(1|A0A0B0KL73|Cysteine desulfurase|PF00266),(2|A0A0B0KE61|Threonine efflux protein|PF01810),(3|A0A0B0KJ18|Transcriptional regulator, LysR family|PF00126-PF03466),(4|A0A0B0KMB4|Putative transcriptional regulator of N-Acetylglucosamine utilization, GntR family|PF00392-PF07702),(5|A0A0B0KHR0|Adenylylsulfate reductase alpha-subunit|PF00890-PF02910),(6|A0A0B0KL66|Adenylylsulfate reductase beta-subunit|PF12838),(7|A0A0B0KE56|Serine acetyltransferase|PF13646),(8|A0A0B0KJ12|GBBH-like_N domain-containing protein|PF06155),(9|A0A0B0KMA8|Chromate transport protein ChrA|PF02417),(10|A0A0B0KHQ6|Cobalt-zinc-cadmium resistance protein CzcD|PF01545)"
A0A0B1Y299	PI87_19065	Ralstonia sp. A12.	Proteobacteria	Bacteria	1217052	Family 2A				Cysteine Desulfurase	A0A0B1Y327					"(-10|A0A0B1Y7U8|Membrane protein|PF16930),(-9|A0A0B1Y7V2|Uncharacterized protein|PF10722),(-8|A0A0B1Y635|Uncharacterized protein|none),(-7|A0A0B1Y7N6|Type II secretion system protein K|PF03934),(-6|A0A0B1Y2W8|Uncharacterized protein|PF07963),(-5|A0A0B1Y2A2|T2SSI domain-containing protein|PF02501-PF07963),(-4|A0A0B1Y7U7|Uncharacterized protein|PF07963),(-3|A0A0B1Y629|General secretion pathway protein GspF|PF00482),(-2|A0A0B1Y7N1|GntR family transcriptional regulator|PF00155-PF00392),(-1|A0A0B1Y2W3|Rhodanese|PF00581),(1|A0A0B1Y327|Cysteine desulfurase|PF00266),(2|A0A0B1Y7U2|Chemotaxis protein|PF00015-PF00672),(3|A0A0B1Y626|M20_dimer domain-containing protein|PF01546-PF07687),(4|A0A0B1Y7M4|Membrane protein|PF00892),(5|A0A0B1Y2V8|Uncharacterized protein|PF11142),(6|A0A0B1Y2F5|Sensor protein|PF00512-PF00672-PF02518),(7|A0A0B1Y7Z7|Transcriptional regulator|PF00072-PF00486),(8|A0A0B1Y295|Uncharacterized protein|none),(9|A0A0B1Y7T8|Cobalt-zinc-cadmium resistance protein|PF02321),(10|A0A0B1Y620|Cytochrome C peroxidase|PF16576)"
A0A0B1YMG3	PI86_07400	Burkholderia sp. A9.	Proteobacteria	Bacteria	1365108	Family 2A				Cysteine Desulfurase	A0A0B1YLQ9					"(-10|A0A0B1YLR8|Uncharacterized protein|none),(-9|A0A0B1YRV8|Alpha/beta hydrolase|PF00561),(-8|A0A0B1YQG1|Cytochrome C oxidase subunit III|PF16694),(-7|A0A0B1YS41|Uncharacterized protein|PF13663),(-6|A0A0B1YS45|Signal peptide protein|PF12697),(-5|A0A0B1YMG6|Amidase domain-containing protein|PF01425),(-4|A0A0B1YLR5|Uncharacterized protein|none),(-3|A0A0B1YRV6|Rhodanese|PF00581),(-2|A0A0B1YQF8|Serine O-acetyltransferase|PF00132),(-1|A0A0B1YS38|DNA-binding protein|PF01381),(1|A0A0B1YLQ9|Cysteine desulfurase|PF00266),(2|A0A0B1YQP8|Alpha/beta hydrolase|PF01734),(3|A0A0B1YRV3|Lysine transporter LysE|PF01810),(4|A0A0B1YQF4|Porin|PF13609),(5|A0A0B1YS33|60 kDa chaperonin|PF00118),(6|A0A0B1YMF9|10 kDa chaperonin|PF00166),(7|A0A0B1YSD4|Multidrug DMT transporter permease|PF00892),(8|A0A0B1YLQ4|Uncharacterized protein|none),(9|A0A0B1YRV0|Uncharacterized protein|none),(10|A0A0B1YQF2|Antibiotic biosynthesis monooxygenase|PF03992)"
A0A0B2UFI1	DH17_14030	Acinetobacter oleivorans.	Proteobacteria	Bacteria	1148157	Family 2A				Cysteine Desulfurase	A0A0B2UEG2					"(-10|A0A0B2UFG1|Negative transcriptional regulator|PF04299),(-9|A0A0B2UEE4|Membrane protein|PF04172),(-8|A0A0B2UEV6|Murein hydrolase transporter LrgA|PF03788),(-7|A0A0B2UFM8|Regulatory protein|PF00126-PF03466),(-6|A0A0B2U9S2|Glutathione S-transferase|PF13417-PF14834),(-5|A0A0B2UFH2|Uncharacterized protein|PF09391),(-4|A0A0B2UEF8|Uncharacterized protein|PF01810),(-3|A0A0B2UEV9|AraC family transcriptional regulator|PF02311-PF12833),(-2|A0A0B2UFN3|Rhodanese|PF00581),(-1|A0A0B2U9S7|Serine acetyltransferase|PF00132-PF06426),(1|A0A0B2UEG2|Cysteine desulfurase|PF00266),(2|A0A0B2UEW3|Lysine transporter LysE|PF01810),(3|A0A0B2UFN6|Alanyl-tRNA synthetase|PF07973),(4|A0A0B2U9T0|Transcriptional regulator|PF00126-PF03466),(5|A0A0B2UFI5|ABC transporter substrate-binding protein|PF00497),(6|A0A0B2UEG6|Glutamine-binding protein|PF00497),(7|A0A0B2UEW6|Glutamine ABC transporter ATP-binding protein|PF00005),(8|A0A0B2UFP1|Amino acid ABC transporter permease|PF00528),(9|A0A0B2U9T5|Amino acid ABC transporter|PF00528),(10|A0A0B2UFJ2|GNAT family acetyltransferase|PF14542)"
A0A0B2YIC2	A5761_19680	Mycolicibacterium setense.	Actinobacteria	Bacteria	431269	Family 2A				Cysteine Desulfurase	A0A0B2YEW8					"(-10|A0A0B2YEV9|Thiosulfate sulfurtransferase|PF00581-PF11127),(-9|A0A0B2YJ25|Probable membrane transporter protein|PF01925),(-8|A0A0B2YK74|Uncharacterized protein|PF02583),(-7|A0A0B2Y7M0|Sulfate/thiosulfate import ATP-binding protein CysA|PF00005-PF12857),(-6|A0A0B2XUI5|Sulfate ABC transporter|PF00528),(-5|A0A0B2YEW4|Sulfate transport system permease protein CysT|PF00528),(-4|A0A0B2Y8S4|Sulfate ABC transporter substrate-binding protein|PF13531),(-3|A0A0B2YJ30|Membrane protein|none),(-2|A0A0B2YK79|Glycosyl hydrolase family 15|PF00723),(-1|A0A0B2Y7M6|TED domain-containing protein|PF08341),(1|A0A0B2YEW8|Cysteine desulfurase|PF00266),(2|A0A0B2XVN7|Histidine kinase|PF03861),(3|A0A0B2YJ35|CMD domain-containing protein|PF02627),(4|A0A0B2YK86|Cupin_2 domain-containing protein|PF07883),(5|A0A0B2YFZ4|SAM-dependent methyltransferase|PF13649),(6|A0A0B2XUI6|Alcohol dehydrogenase|PF00107),(7|A0A0B2YIC4|Elongation factor 4|PF00009-PF00679-PF06421),(8|A0A0B2YEX2|Growth inhibitor PemK|PF02452),(9|A0A0B2YJ41|Uncharacterized protein|none),(10|A0A0B2YK90|GNAT family acetyltransferase|PF00583)"
A0A0B5DPR3	SNOD_22260	Streptomyces nodosus.	Actinobacteria	Bacteria	40318	Family 2B				Polyprenyl Transferase			A0A0B5DQV3			"(-10|A0A0B5DPQ1|Glucosamine-6-phosphate deaminase|PF01182),(-9|A0A0B5DQU6|ATPase|PF02518-PF07568-PF08448-PF12282),(-8|A0A0B5DFH1|Transcriptional regulator WhiB|PF02467),(-7|A0A0B5DGU7|DeoR family transcriptional regulator|PF00781),(-6|A0A0B5DME7|Membrane protein|none),(-5|A0A0B5DPQ8|RNA polymerase sigma factor|PF04539-PF04542-PF04545),(-4|A0A0B5DQU8|Anti-sigma regulatory factor|none),(-3|A0A0B5DFH6|UBP-type domain-containing protein|PF02148),(-2|A0A0B5DGV2|Na+/H+ antiporter|PF00999),(-1|A0A0B5DMF2|1-aminocyclopropane-1-carboxylate deaminase|PF00291),(1|A0A0B5DQV3|Polyprenyl synthetase|PF00348),(2|A0A0B5DFI2|Lyase|PF00903),(3|A0A0B5DGV9|ATP-binding cassette domain-containing protein|PF00005),(4|A0A0B5DMF4|Uncharacterized protein|none),(5|A0A0B5DPR9|Uncharacterized protein|none),(6|A0A0B5DQV8|Uncharacterized protein|none),(7|A0A0B5DFI7|Uncharacterized protein|none),(8|A0A0B5DGW4|ASCH domain-containing protein|PF04266),(9|A0A0B5DMF7|Tyr recombinase domain-containing protein|none),(10|A0A0B5DPS4|Superoxide dismutase|PF09055)"
A0A0B5EWG4	SLNWT_2051	Streptomyces albus  (strain ATCC 21838 / DSM 41398 / FERM P-419 / JCM 4703 /NBRC 107858)	Actinobacteria	Bacteria	1081613	Family 2B				Polyprenyl Transferase			A0A0B5EUR5			"(-10|A0A0B5EJK5|Uncharacterized protein|none),(-9|A0A0B5EUS1|Transcriptional regulator WhiB|PF02467),(-8|A0A0B5ET53|DAGKc domain-containing protein|PF00781),(-7|A0A0B5EJK0|Uncharacterized protein|none),(-6|A0A0B5ELL9|Integral membrane protein|none),(-5|A0A0B5EWG8|RNA polymerase sigma factor|PF04539-PF04542-PF04545),(-4|A0A0B5EUR9|Putative anti-sigma factor rshA|none),(-3|A0A0B5ELL7|UBP-type domain-containing protein|PF02148),(-2|A0A0B5ET49|Na+/H+ antiporter|PF00999),(-1|A0A0B5EJJ5|1-aminocyclopropane-1-carboxylate deaminase|PF00291),(1|A0A0B5EUR5|Polyprenyl diphosphate synthase|PF00348),(2|A0A0B5ET43|Transmembrane efflux protein|none),(3|A0A0B5EJJ1|Acetyltransferase|PF00583),(4|A0A0B5ELL5|Uncharacterized protein|none),(5|A0A0B5EWF8|YCII domain-containing protein|PF03795),(6|A0A0B5ET39|Uncharacterized protein|none),(7|A0A0B5EUR1|RNA polymerase ECF-subfamily sigma factor|PF04542-PF08281),(8|A0A0B5ELL1|Glycine betaine aldehyde dehydrogenase|PF00171),(9|A0A0B5EJI7|Putative oxidoreductase|PF00732-PF05199),(10|A0A0B5EWF3|Amino acid permease|PF13520)"
A0A0B5HZ55	SVTN_02965	Streptomyces vietnamensis.	Actinobacteria	Bacteria	362257	Family 2B				Minor						"(-10|A0A0B5HSY5|Alpha/beta hydrolase|PF12697),(-9|A0A0B5IAB3|Beta-lactamase|PF00144),(-8|A0A0B5HNA4|Monooxygenase|PF03060),(-7|A0A0B5I5Q5|Acyl-CoA synthetase|PF00501-PF13193),(-6|A0A0B5I1U1|Uncharacterized protein|none),(-5|A0A0B5HZ60|Ionic transporter y4hA|PF01699),(-4|A0A0B5HSX8|Penicillin amidase|PF01804),(-3|A0A0B5HN98|Acyl-CoA synthetase|PF00501-PF13193),(-2|A0A0B5I5Q0|VOC domain-containing protein|PF00903),(-1|A0A0B5I1T6|Phenylacetate-coenzyme A ligase|PF00501-PF14535),(1|A0A0B5I5W6|GCN5 family acetyltransferase|none),(2|A0A0B5HSX3|ArsR family transcriptional regulator|PF12840),(3|A0A0B5HN95|NADPH:quinone reductase|PF00107-PF08240),(4|A0A0B5I5P6|Pentapeptide repeat-containing protein|PF00805),(5|A0A0B5I1T3|Hydrolase|PF00561),(6|A0A0B5HZ50|Acyl-CoA synthetase|PF00501-PF13193),(7|A0A0B5IM78|Enoyl-CoA hydratase|PF00378),(8|A0A0B5HSW8|DNA-binding protein|PF01796-PF12172),(9|A0A0B5HN90|Lipid-transfer protein|none),(10|A0A0B5I5P1|Acetyl-CoA acetyltransferase|none)"
A0A0B5I9W6	SVTN_25425	Streptomyces vietnamensis.	Actinobacteria	Bacteria	362257	Family 2B				Polyprenyl Transferase			A0A0B5IC59			"(-10|A0A0B5I9V7|ATPase|PF02518-PF07568-PF08448-PF12282),(-9|A0A0B5IC50|Transcriptional regulator WhiB|PF02467),(-8|A0A0B5IFW2|DeoR faimly transcriptional regulator|PF00781),(-7|A0A0B5HZ92|Membrane protein|none),(-6|A0A0B5I3T0|RNA polymerase sigma factor|PF04539-PF04542-PF04545),(-5|A0A0B5I9W2|Anti-sigma regulatory factor|none),(-4|A0A0B5IC55|UBP-type domain-containing protein|PF02148),(-3|A0A0B5IFW7|Sodium:proton exchanger|PF00999),(-2|A0A0B5HZ94|1-aminocyclopropane-1-carboxylate deaminase|PF00291),(-1|A0A0B5I3T5|Peptidoglycan-binding protein|PF01510),(1|A0A0B5IC59|Polyprenyl synthetase|PF00348),(2|A0A0B5IFX1|TetR family transcriptional regulator|PF00440-PF17940),(3|A0A0B5HZ98|Deaminase|PF01872),(4|A0A0B5I3T8|Uncharacterized protein|none),(5|A0A0B5I9X0|Uncharacterized protein|none),(6|A0A0B5IC62|Acetyltransferase|PF00583),(7|A0A0B5IFX6|SnoaL-like domain-containing protein|PF13474),(8|A0A0B5IBP0|RNA polymerase sigma factor|PF04542-PF08281-PF12680),(9|A0A0B5HZA0|Uncharacterized protein|none),(10|A0A0B5IPE3|Mutator family transposase|PF00872)"
A0A0B5IJ26	SVTN_32725	Streptomyces vietnamensis.	Actinobacteria	Bacteria	362257	Family 2B				Terpene Cyclase		A0A0B5I2N4				"(-10|A0A0B5IJ21|Type-4 uracil-DNA glycosylase|PF03167),(-9|A0A0B5I2M5|Uncharacterized protein|none),(-8|A0A0B5I711|Uncharacterized protein|PF18844),(-7|A0A0B5ID18|[Fe-S]-binding protein|PF00355-PF01266),(-6|A0A0B5IFB1|Hydrolase|PF01522),(-5|A0A0B5IJ23|Uncharacterized protein|none),(-4|A0A0B5I2M9|Uncharacterized protein|none),(-3|A0A0B5I716|Carboxymuconolactone decarboxylase|PF02627),(-2|A0A0B5ID23|Pirin|PF02678-PF05726),(-1|A0A0B5IFB5|GNAT family acetyltraansferase|PF14542),(1|A0A0B5I2N4|Terpene synthase|PF19086),(2|A0A0B5I723|SAM-dependent methlyltransferase|PF02353),(3|A0A0B5ID29|Transporter|PF07690),(4|A0A0B5IFC0|MarR family transcriptional regulator|PF01047),(5|A0A0B5IJ29|Protein kinase|PF03308),(6|A0A0B5I2N9|Methylmalonyl-CoA mutase|PF01642-PF02310),(7|A0A0B5I730|Methylmalonyl-CoA mutase|PF01642),(8|A0A0B5ID34|DUF2470 domain-containing protein|PF10615),(9|A0A0B5IFC6|Transporter|PF03176),(10|A0A0B5IJ34|F420-dependent oxidoreductase|PF00296)"
A0A0B8N8P7	NS07_v2contig00068	Nocardia seriolae.	Actinobacteria	Bacteria	37332	Family 2B				Terpene Cyclase		A0A0B8NEV1				"(-10|A0A0B8N8N8|Mannosyltransferase|PF00535),(-9|A0A0B8NET3|TDP-4-oxo-6-deoxy-D-glucose transaminase|PF01041),(-8|A0A0B8NHW8|Transmembrane water channel|PF00230),(-7|A0A0B8NJD1|DUF4126 domain-containing protein|PF13548),(-6|A0A0B8N8C2|Uncharacterized protein|none),(-5|A0A0B8N8P2|Uncharacterized protein|none),(-4|A0A0B8NEU3|Uncharacterized protein|none),(-3|A0A0B8NHX2|Alanine--tRNA ligase|PF01411),(-2|A0A0B8NJD4|Methyltransferase|PF13649),(-1|A0A0B8N8C7|Long-chain acyl-CoA synthase|PF00501-PF12697),(1|A0A0B8NEV1|2-methylisoborneol synthase|PF19086),(2|A0A0B8NHX7|Methyltransferase|PF13649),(3|A0A0B8NJE1|Isopentenyl-diphosphate Delta-isomerase|PF00293),(4|A0A0B8N8D1|Phage tail protein|none)"
A0A0C1B0A6	FG87_12760	Nocardia vulneris.	Actinobacteria	Bacteria	1141657	Family 2B				Minor						"(-6|A0A0C1D5D2|Uncharacterized protein|none),(-5|A0A0C1B0B2|Membrane protein|none),(-4|A0A0C1B8H2|Mannosyltransferase|PF00535),(-3|A0A0C1DKF5|TDP-4-oxo-6-deoxy-D-glucose aminotransferase|PF01041),(-2|A0A0C1D865|Uncharacterized protein|PF07021),(-1|A0A0C1D5C7|Acyl-CoA synthetase|PF00501),(1|A0A0C1B8G7|SAM-dependent methlyltransferase|PF02353),(2|A0A0C1DKE8|Isopentenyl-diphosphate Delta-isomerase|PF00293),(3|A0A0C1D861|Uncharacterized protein|none),(4|A0A0C1D5C1|Uncharacterized protein|none),(5|A0A0C1B0A1|Asp/Glu racemase|PF01177),(6|A0A0C1B8G1|Nitrate reductase|PF02133),(7|A0A0C1DKE2|GntR family transcriptional regulator|PF00392-PF07729),(8|A0A0C1D858|Esterase|PF00144),(9|A0A0C1D5B7|Threonine ammonia-lyase|PF00291),(10|A0A0C1B097|Aminopeptidase Y|PF02225-PF04389)"
A0A0C1B5Z2	FG87_16185	Nocardia vulneris.	Actinobacteria	Bacteria	1141657	Family 2B				Polyprenyl Transferase | Terpene Cyclase		A0A0C1D2V7	A0A0C1AXI1|A0A0C1DHB0			"(-10|A0A0C1B5Y2|Biotin transporter|PF02632),(-9|A0A0C1AXH0|Uncharacterized protein|PF10041),(-8|A0A0C1D2V1|Multidrug ABC transporter ATP-binding protein|PF00005-PF06472),(-7|A0A0C1D5J3|Chemotaxis protein|PF07690),(-6|A0A0C1DH95|XRE family transcriptional regulator|PF01381-PF07883),(-5|A0A0C1B5Y7|Acetolactate synthase catalytic subunit|PF00205-PF02775-PF02776),(-4|A0A0C1AXH6|5-aminolevulinic acid synthase|PF00155),(-3|A0A0C1D2V4|MFS transporter|PF07690),(-2|A0A0C1D5J9|Uncharacterized protein|PF00202),(-1|A0A0C1DHA1|Succinate-semialdehyde dehydrogenase|PF00171),(1|A0A0C1AXI1|Polyprenyl synthetase|PF00348),(2|A0A0C1D2V7|Terpene synthase|PF19086),(3|A0A0C1D5K5|4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)|PF04551),(4|A0A0C1DHB0|Uncharacterized protein|PF00348),(5|A0A0C1B5Z6|Uncharacterized protein|PF14023),(6|A0A0C1AXI8|Uncharacterized protein|none),(7|A0A0C1D2W1|Beta-lactamase|PF00144),(8|A0A0C1D5L1|Uncharacterized protein|PF00326-PF12146),(9|A0A0C1DHB6|Uncharacterized protein|PF00067),(10|A0A0C1B600|Uncharacterized protein|none)"
A0A0C1D6G3	FG87_14530	Nocardia vulneris.	Actinobacteria	Bacteria	1141657	Family 2A				Cysteine Desulfurase	A0A0C1DID1					"(-10|A0A0C1D6F3|Carbon monoxide dehydrogenase|PF01315-PF02738),(-9|A0A0C1DIB1|Hydroxydechloroatrazine ethylaminohydrolase|PF01979),(-8|A0A0C1B6V1|(2Fe-2S)-binding protein|PF00111-PF01799),(-7|A0A0C1AYB2|Carbon monoxide dehydrogenase|PF00941-PF03450),(-6|A0A0C1D3P3|Uricase|PF01014),(-5|A0A0C1D6F7|5-hydroxyisourate hydrolase|PF00576),(-4|A0A0C1DIC8|OHCU decarboxylase|PF09349),(-3|A0A0C1B6V6|Uncharacterized protein|PF07905-PF13556-PF17853),(-2|A0A0C1AYB6|MarR family transcriptional regulator|PF12802),(-1|A0A0C1D3P6|3-oxoacyl-ACP reductase|PF13561),(1|A0A0C1DID1|Cysteine desulfurase|PF00266),(2|A0A0C1B6V8|Polysaccharide deacetylase|PF01522),(3|A0A0C1AYC0|DUF4015 domain-containing protein|PF13200),(4|A0A0C1D3P9|Short-chain dehydrogenase|PF00106),(5|A0A0C1D6G6|TetR family transcriptional regulator|PF00440),(6|A0A0C1DID6|Alpha/beta hydrolase|PF00561),(7|A0A0C1B6W2|DNA-directed RNA polymerase subunit beta|PF00562-PF04560-PF04561-PF04563-PF04565-PF10385),(8|A0A0C1AYC3|Multidrug transporter|PF07690),(9|A0A0C1D3Q2|4-hydroxy-tetrahydrodipicolinate synthase|PF00701),(10|A0A0C1D6G9|LysR family transcriptional regulator|PF00126-PF03466)"
A0A0C1XT41	HY68_28645	Streptomyces sp. AcH 505.	Actinobacteria	Bacteria	352211	Family 2B				Minor						"(-10|A0A0C1XT47|Oxidoreductase|PF13561),(-9|A0A0C2B378|HTH tetR-type domain-containing protein|PF00440-PF17754),(-8|A0A0C2B0N0|ArsR family transcriptional regulator|PF12840),(-7|A0A0C2ARN7|Dienelactone hydrolase|PF01738),(-6|A0A0C2AUB3|STAS domain-containing protein|PF13466),(-5|A0A0C2AXI9|Tat pathway signal sequence domain protein|PF13385),(-4|A0A0C2AV25|5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase|PF01717-PF08267),(-3|A0A0C1XA69|Decarboxylase|PF00455-PF08220),(-2|A0A0C1XCP0|MFS transporter|PF07690),(-1|A0A0C1XVT0|Hydrolase|PF00561),(1|A0A0C2B0M5|SAM-dependent methlyltransferase|PF02353),(2|A0A0C2ARN2|Precorrin 6A synthase|PF00590),(3|A0A0C2AV21|Alpha/beta hydrolase|PF00561),(4|A0A0C1XA62|TetR family transcriptional regulator|PF00440),(5|A0A0C1XT37|NmrA family protein|PF05368),(6|A0A0C2B0L8|Membrane protein|PF07077),(7|A0A0C2ARM8|LacI family transcriptional regulator|PF00356-PF13377),(8|A0A0C2AV18|ABC transporter substrate-binding protein|PF01547),(9|A0A0C1XA56|ABC transporter permease|PF00528),(10|A0A0C1XT35|Sugar ABC transporter permease|PF00528)"
A0A0C1Y7H5	QR77_27710	Streptomyces sp. 150FB.	Actinobacteria	Bacteria	1576605	Family 2B				Polyprenyl Transferase			A0A0C1XPB5			"(-10|A0A0C2B9J2|Transcriptional regulator WhiB|PF02467),(-9|A0A0C2B5T9|DeoR faimly transcriptional regulator|PF00781),(-8|A0A0C2BEX4|Membrane protein|none),(-7|A0A0C1Y7H0|RNA polymerase sigma factor|PF04539-PF04542-PF04545),(-6|A0A0C1YF24|Anti-sigma regulatory factor|none),(-5|A0A0C1XPB1|Uncharacterized protein|none),(-4|A0A0C2B9J7|Sodium:proton exchanger|PF00999),(-3|A0A0C2B5U3|1-aminocyclopropane-1-carboxylate deaminase|PF00291),(-2|A0A0C2BEX9|1-aminocyclopropane-1-carboxylate deaminase|none),(-1|A0A0C1XWT0|Peptidoglycan-binding protein|PF01510),(1|A0A0C1XPB5|Polyprenyl synthetase|PF00348),(2|A0A0C2B9K3|Uncharacterized protein|none),(3|A0A0C2BGW2|Uncharacterized protein|none),(4|A0A0C2BD66|Extracellular small neutral protease|PF02031),(5|A0A0C2B5U8|Peptidase|PF00126),(6|A0A0C2BM66|Amidohydrolase|PF01979),(7|A0A0C2BEY4|HTH arsR-type domain-containing protein|PF01022),(8|A0A0C1Y7I1|Uncharacterized protein|none),(9|A0A0C1XPB9|MMPL domain-containing protein|PF03176),(10|A0A0C1YF28|Uncharacterized protein|PF01042)"
A0A0C1ZNA6	DB30_06565	Enhygromyxa salina.	Proteobacteria	Bacteria	215803	Family 2B	Double cNMP-Enc	1	A0A0C2DBX3	Terpene Cyclase		A0A0C2A6E6				"(-10|A0A0C1ZN96|Major facilitator superfamily MFS_1|PF07690),(-9|A0A0C2DBW3|Uncharacterized protein|none),(-8|A0A0C2D6X2|Uncharacterized protein|none),(-7|A0A0C2DGZ6|Diguanylate cyclase/phosphodiesterase|PF13188),(-6|A0A0C2A6E4|Uncharacterized protein|none),(-5|A0A0C1ZNA1|Uncharacterized protein|none),(-4|A0A0C2DBW9|Uncharacterized protein|PF13650),(-3|A0A0C2D6X7|Two-component response regulator|PF00072-PF14332),(-2|A0A0C2DH00|Histidine kinase|PF00512-PF00672-PF02518),(-1|A0A0C2A6E6|Terpene synthase|PF19086),(1|A0A0C2DBX3|cAMP-binding protein|PF00027),(2|A0A0C2D6Y7|Potassium efflux system KefA protein / Small-conductance mechanosensitive channel|PF00924),(3|A0A0C2DH04|DNA-binding response regulator in Mg(2+) transport ATPase cluster|PF00196),(4|A0A0C2A6E9|Uncharacterized protein|none),(5|A0A0C1ZNB1|Uncharacterized protein|none),(6|A0A0C2DBX8|Uncharacterized protein|none),(7|A0A0C2D6Z7|Uncharacterized protein|none),(8|A0A0C2DH08|Uncharacterized protein|none),(9|A0A0C2A6F3|1-acyl-sn-glycerol-3-phosphate acyltransferase|PF01553),(10|A0A0C1ZNB6|Methionine ABC transporter ATP-binding protein|none)"
A0A0C2AQM9	HY68_04240	Streptomyces sp. AcH 505.	Actinobacteria	Bacteria	352211	Family 2B				Polyprenyl Transferase			A0A0C2AG78			"(-10|A0A0C2AQN8|Sugar hydrolase|PF00933),(-9|A0A0C2AG84|Glucosamine-6-phosphate deaminase|PF01182),(-8|A0A0C2AJV5|Glucosamine-6-phosphate deaminase|PF01380),(-7|A0A0C1WZY2|ATPase|PF02518-PF07568-PF08448-PF12282),(-6|A0A0C1XHU4|Transcriptional regulator WhiB|PF02467),(-5|A0A0C2AQN4|DeoR faimly transcriptional regulator|PF00781),(-4|A0A0C2AG81|Membrane protein|none),(-3|A0A0C2AJV2|RNA polymerase sigma factor|PF04539-PF04542-PF04545),(-2|A0A0C1WZX6|Anti-sigma regulatory factor|none),(-1|A0A0C1XHT8|1-aminocyclopropane-1-carboxylate deaminase|PF00291),(1|A0A0C2AG78|Polyprenyl synthetase|PF00348),(2|A0A0C2B1J7|Acetyltransferase|PF00583),(3|A0A0C2AJV0|Uncharacterized protein|none),(4|A0A0C2ASL1|Uncharacterized protein|none),(5|A0A0C2AVU7|Extracellular small neutral protease|PF02031),(6|A0A0C2AUF4|Peptidase|PF00126),(7|A0A0C2B3B9|Peptidase|PF03466),(8|A0A0C1WZX1|TetR family transcriptional regulator|PF00440),(9|A0A0C1XB00|NB-ARC domain-containing protein|PF00931),(10|A0A0C1XHT4|Uncharacterized protein|none)"
A0A0C2DBX3	DB30_06566	Enhygromyxa salina.	Proteobacteria	Bacteria	215803	Family 2B	Double cNMP-Enc	2	A0A0C1ZNA6	Terpene Cyclase		A0A0C2A6E6				"(-10|A0A0C2DBW3|Uncharacterized protein|none),(-9|A0A0C2D6X2|Uncharacterized protein|none),(-8|A0A0C2DGZ6|Diguanylate cyclase/phosphodiesterase|PF13188),(-7|A0A0C2A6E4|Uncharacterized protein|none),(-6|A0A0C1ZNA1|Uncharacterized protein|none),(-5|A0A0C2DBW9|Uncharacterized protein|PF13650),(-4|A0A0C2D6X7|Two-component response regulator|PF00072-PF14332),(-3|A0A0C2DH00|Histidine kinase|PF00512-PF00672-PF02518),(-2|A0A0C2A6E6|Terpene synthase|PF19086),(-1|A0A0C1ZNA6|cAMP-binding protein|PF00027),(1|A0A0C2D6Y7|Potassium efflux system KefA protein / Small-conductance mechanosensitive channel|PF00924),(2|A0A0C2DH04|DNA-binding response regulator in Mg(2+) transport ATPase cluster|PF00196),(3|A0A0C2A6E9|Uncharacterized protein|none),(4|A0A0C1ZNB1|Uncharacterized protein|none),(5|A0A0C2DBX8|Uncharacterized protein|none),(6|A0A0C2D6Z7|Uncharacterized protein|none),(7|A0A0C2DH08|Uncharacterized protein|none),(8|A0A0C2A6F3|1-acyl-sn-glycerol-3-phosphate acyltransferase|PF01553),(9|A0A0C1ZNB6|Methionine ABC transporter ATP-binding protein|none),(10|A0A0C2DBY3|Polysaccharide deacetylase domain protein|PF01522)"
